sequence	trait1	metadata_NSTI
Leptospira_montravelensis-_-RQFN01000000--_PZF5-3_T	3809059.50914176	0.01863
Leptospira_mtsangambouensis-_-RQHK01000001--_M2A_T	3809059.50914176	0.01147
Leptospira_neocaledonica-_-NPEA01000000--_ES4-C-A1_T	3809059.50914176	0.06577
Leptospira_noguchii-_-AKWY02000021--_CZ214_T	3809059.50914176	0.01495
Leptospira_noumeaensis-_-RQFK01000001--_PZF14-4_T	3809059.50914176	0.01147
Leptospira_ognonensis-_-RQGD01000001--_201_702_476_T	3809059.50914176	0.03017
Leptospira_perdikensis-_-RQGA01000001--_HP2_T	3809059.50914176	0.01217
Leptospira_perolatii-_-NPDZ01000000--_FH1-B-B1_T	3809059.50914176	0.0671
Leptospira_putramalaysiae-_-RQEQ01000000--_SSW20_T	3809059.50914176	0.02708
Leptospira_ryugenii-_-LC196104--_YH101_T	3809059.50914176	0.0215
Leptospira_saintgironsiae-_-NPDR01000001--_FH4-C-A2_T	3809059.50914176	0.06577
Leptospira_sanjuanensis-_-OM948786--_LGVF02T	3809059.50914176	0.01924
Leptospira_sarikeiensis-_-RQGF01000001--_LIMR175_T	3809059.50914176	0.06292
Leptospira_selangorensis-_-RQES01000000--_SSW17_T	3809059.50914176	0.0615
Leptospira_semungkisensis-_-RQEP01000001--_SSS9_T	3809059.50914176	0.06362
Leptospira_stimsonii-_-MK070914--_Yale_T	3809059.50914176	0.02708
Leptospira_terpstrae-_-AY631888--_LT_11-33-_ATCC_700639_T	3809059.50914176	0.00287
Leptospira_tipperaryensis-_-GCF_001729245--_GWTS_T	3809059.50914176	0.02708
Leptospira_vanthielii-_-AY631897--_WaZ_Holland-_ATCC_700522_T	3809059.50914176	0.0043
Leptospira_venezuelensis-_-NETS01000000--_CLM-U50_T	3809059.50914176	0.06007
Leptospira_weilii-_-U12676--_serogroup_Celledoni-_serovar_celledoni-_strain_Celledoni_-ATCC_43285-_T	3809059.50914176	0.02566
Leptospira_wolbachii-_-AY631879--_CDC-_ATCC_43284_T	3809059.50914176	0.02005
Leptospira_wolffii-_-EF025496--_Khorat-H2_T	3809059.50914176	0.06767
Leptospira_yanagawae-_-AY631882--_Sao_Paulo-_ATCC_700523_T	3809059.50914176	0.02079
Leptospira_yasudae-_-MK070913--_F1_T	3809059.50914176	0.01852
Leptospirillum_ferriphilum-_-AF356829--_ATCC_49881_T	3513498.17900636	0.36972
Leptospirillum_ferrooxidans-_-X86776--_L15_T	3513498.17900636	0.40112
Leptothrix_discophora-_-L33975--_SS-1_T	5208138.33705344	0.05274
Leptothrix_mobilis-_-X97071--_Feox-1_T	5208138.33705344	0.04148
Leptotrichia_hofstadii-_-AB558170--_JCM_16775_T	2799723.55009397	0.0406
Leptotrichia_hongkongensis-_-EU919515--_HKU24_T	2799723.55009397	0.06536
Leptotrichia_shahii-_-AB558171--_JCM_16776_T	2799723.55009397	0.05494
Leptotrichia_trevisanii-_-AF206305--_Wee_Tee_1999_LTP__T	2799723.55009397	0.06723
Leptotrichia_wadei-_-AB588021--_JCM_16777_T	2799723.55009397	0.07138
Leucobacter_aerolatus-_-FN597581--_Sj10_T	3596347.81289321	0.14122
Leucobacter_albus-_-AB012594--_IAM_14851_T	3596347.81289321	0.14184
Leucobacter_allii-_-ON911964--_H21R-40T	3596347.81289321	0.16018
Leucobacter_alluvii-_-AM072820--_RB10_T	3596347.81289321	0.13753
Leucobacter_aridicollis-_-AJ781047--_L9_T	3596347.81289321	0.12771
Leucobacter_celer_subsp._celer-_-GQ504012--_NAL101_T	3596347.81289321	0.14752
Leucobacter_chinensis-_-MZ427320--_NC76-1T	3596347.81289321	0.12204
Leucobacter_chironomi-_-ATXU01000010--_DSM_19883_T	3596347.81289321	0.17361
Leucobacter_chromiireducens_subsp._chromiireducens-_-AJ781046--_L-1_T	3596347.81289321	0.14117
Leucobacter_chromiireducens_subsp._solipictus-_-DQ845457--_TAN_31504_T	3596347.81289321	0.14258
Leucobacter_chromiiresistens-_-GU390657--_JG_31_T	3596347.81289321	0.13262
Leucobacter_chromiisoli-_-MW116730--_CSA1_T	3596347.81289321	0.15514
Leucobacter_coleopterorum-_-MN099406--_HDW9AT	3596347.81289321	0.12135
Leucobacter_corticis-_-KY214292--_2C-7_T	3596347.81289321	0.15693
Leucobacter_denitrificans-_-GQ246672--_M1T8B10_T	3596347.81289321	0.12498
Leucobacter_exalbidus-_-AB514037--_K-540B_T	3596347.81289321	0.13474
Leucobacter_holotrichiae-_-KJ461711--_T14_T	3596347.81289321	0.1698
Leucobacter_iarius-_-AM040493--_40_T	3596347.81289321	0.1185
Leucobacter_insecticola-_-MN099407--_HDW9BT	3596347.81289321	0.12275
Leucobacter_japonicus-_-KF906846--_CBX130_T	3596347.81289321	0.14433
Leucobacter_komagatae-_-AJ746337--_IFO_15245_T	3596347.81289321	0.13761
Leucobacter_luti-_-AM072819--_RF6_T	3596347.81289321	0.14186
Leucobacter_muris-_-LT797169--_DSM101948_T	3596347.81289321	0.16869
Leucobacter_musarum-_-KF906845--_CBX152_T	3596347.81289321	0.14433
Leucobacter_populi-_-KT359554--_06C10-3-11_T	3596347.81289321	0.17572
Leucobacter_rhizosphaerae-_-ON911965--_H25R-14T	3596347.81289321	0.12558
Leucobacter_ruminantium-_-KC107829--_A2_T	3596347.81289321	0.15738
Leucobacter_salsicius-_-GQ352403--_M1-8_T	3596347.81289321	0.13898
Leucobacter_soli-_-MW621474--_IMT-300T	3596347.81289321	0.16512
Leucobacter_tardus-_-AM940158--_DSM_19811_=_LMG_24388_=_K_70/01_T	3596347.81289321	0.14387
Leucobacter_triazinivorans-_-KT439069--_JW-1_T	3596347.81289321	0.14611
Leucobacter_viscericola-_-MN099408--_HDW9CT	3596347.81289321	0.12064
Leucobacter_weissii-_-LT844632--_DSM_20621_T	3596347.81289321	0.15381
Leucobacter_zeae-_-JX669524--_CC-MF41_T	3596347.81289321	0.16302
Leuconostoc_carnosum-_-AB022925--_NRIC_1722_T	2106691.61770395	0.04102
Leuconostoc_citreum-_-AF111948--_ATCC49370-_KCTC3526_T	2106691.61770395	0.0382
Leuconostoc_falkenbergense-_-HM443956--_LMG_10779_T	2106691.61770395	0.01111
Leuconostoc_fallax-_-AEIZ01000004--_KCTC_3537_T	2330153.29935586	0.10733
Leuconostoc_gasicomitatum-_-AF231131--_LMG_18811_T	2106691.61770395	0.0361
Leuconostoc_gelidum_subsp._aenigmaticum-_-KF577569--_POUF4d_T	2106691.61770395	0.03473
Leuconostoc_gelidum_subsp._gelidum-_-AF175402--_DSM5578_T	2106691.61770395	0.0368
Leuconostoc_holzapfelii-_-AM600682--_LMG_23990_=_BFE_7000_T	2106691.61770395	0.03475
Leuconostoc_inhae-_-AEMJ01000011--_KCTC_3774_T	2106691.61770395	0.02698
Leuconostoc_lactis-_-AB023968--_JCM_6123_T	2106691.61770395	0.04033
Leuconostoc_litchii-_-LC259518--_MB7_T	2106691.61770395	0.04293
Leuconostoc_mesenteroides_subsp._cremoris-_-ACKV01000113--_ATCC_19254_T	2106691.61770395	0.04016
Leuconostoc_mesenteroides_subsp._dextranicum-_-CP012009--_DSM_20484_n_T	2106691.61770395	2e-05
Leuconostoc_mesenteroides_subsp._jonggajibkimchii-_-CP014611--_DRC1506_T	2106691.61770395	0.02215
Leuconostoc_miyukkimchii-_-HQ263024--_M2_T	2106691.61770395	0.03081
Leuconostoc_palmae-_-AM940225--_TMW_2.694_T	2106691.61770395	0.04235
Leuconostoc_pseudomesenteroides-_-AB023237--_NRIC_1777_T	2106691.61770395	0.0118
Leuconostoc_rapi-_-HG515542--_LMG_27676_T	2106691.61770395	0.03957
Leuconostoc_suionicum-_-HM443957--_LMG_8159_T	2106691.61770395	0.00555
Leucothrix_arctica-_-KJ160496--_IMCC9719_T	3849266.40652039	0.191831
Leucothrix_mucor-_-ATTE01000001--_DSM_2157_T	3849266.40652039	0.182931
Leucothrix_pacifica-_-JX501256--_XH122_T	3849266.40652039	0.201141
Leucothrix_sargassi-_-SADG01000000--_C3212_T	2750418.31916211	0.01543
Levilactobacillus_acidifarinae-_-AJ632158--_LMG_22200_=_R-19065_T	2752096.61362221	0.09374
Levilactobacillus_andaensis-_-LC597582--_866-3_T	2752096.61362221	0.16039
Levilactobacillus_angrenensis-_-MK110858--_M1530-1_T	2752096.61362221	0.13707
Levilactobacillus_bambusae-_-KX400838--_BCRC_80970_T	2752096.61362221	0.10638
Levilactobacillus_brevis-_-M58810--_ATCC_14869_T	2752096.61362221	0.11985
Levilactobacillus_cerevisiae-_-KT445896--_TUM_BP_140423000-2250_T	2752096.61362221	0.16108
Levilactobacillus_enshiensis-_-MN082021--_HBUAS57009_T	2752096.61362221	0.16451
Levilactobacillus_fujinensis-_-MK110865--_218-6_T	2752096.61362221	0.17223
Levilactobacillus_fuyuanensis-_-MK110862--_244-4_T	2752096.61362221	0.17696
Levilactobacillus_hammesii-_-AJ632219--_TMW_1.1236_T	2752096.61362221	0.1453
Levilactobacillus_huananensis-_-MK110857--_151-2B_T	2752096.61362221	0.21684
Levilactobacillus_humaensis-_-LC713210--_213-9-3-T	2752096.61362221	0.21755
Levilactobacillus_koreensis-_-FJ904277--_DCY50_T	2752096.61362221	0.159
Levilactobacillus_lanxiensis-_-LC597584--_13B17_T	2752096.61362221	0.16039
Levilactobacillus_lindianensis-_-MK110856--_220-4_T	2752096.61362221	0.21823
Levilactobacillus_mulengensis-_-MK110866--_112-3_T	2752096.61362221	0.16317
Levilactobacillus_namurensis-_-AM259118--_LMG_23583_=_R-27965_T	2752096.61362221	0.10681
Levilactobacillus_parabrevis-_-AM158249--_LMG_11984_T	2752096.61362221	0.18037
Levilactobacillus_paucivorans-_-FN185731--_TMW_1.1424_T	2752096.61362221	0.21189
Levilactobacillus_senmaizukei-_-AB682140--_NBRC_103853_T	2752096.61362221	0.14668
Levilactobacillus_spicheri-_-AJ534844--_LTH_5753_T	2752096.61362221	0.10476
Levilactobacillus_suantsaii-_-MH730159--_BCRC_12945_T	2752096.61362221	0.12047
Levilactobacillus_suantsaiihabitans-_-MH810313--_R19_T	2752096.61362221	0.14253
Levilactobacillus_tangyuanensis-_-MK110859--_137-3_T	2752096.61362221	0.18388
Levilactobacillus_tongjiangensis-_-MK110863--_218-10_T	2752096.61362221	0.16255
Levilactobacillus_wangkuiensis-_-LC597583--_6-5-1-_T	2752096.61362221	0.16039
Levilactobacillus_yonginensis-_-JN128640--_THK-V8_T	2752096.61362221	0.16539
Levilactobacillus_zymae-_-AJ632157--_LMG_22198_=_R-18615_T	2752096.61362221	0.0951
Levilinea_saccharolytica-_-AB109439--_KIBI-1_T	3931167.24256295	0.179851
Lewinella_agarilytica-_-AM286229--_SST-19_T	6018000.64299845	0.221851
Lewinella_antarctica-_-EF554367--_IMCC3223_T	6018000.64299845	0.224371
Lewinella_aquimaris-_-KX084062--_HDW-36_T	6018000.64299845	0.224281
Lewinella_aurantiaca-_-MK235141--_SSH13_T	6018000.64299845	0.219311
Lewinella_cohaerens-_-AB301614--_NBRC_102661_T	6018000.64299845	0.185502
Lewinella_lacunae-_-KM017082--_HME9359_T	6018000.64299845	0.198541
Lewinella_litorea-_-MK761173--_HSMS-39_T	6018000.64299845	0.225621
Lewinella_lutea-_-AB681892--_NBRC_102634_T	6018000.64299845	0.232811
Lewinella_marina-_-AB681891--_NBRC_102633_T	6018000.64299845	0.216471
Lewinella_maritima-_-KF385496--_HME9321_T	6018000.64299845	0.240931
Lewinella_persica-_-AB301616--_NBRC_102663_T	6018000.64299845	0.215521
Lewinella_xylanilytica-_-KJ573521--_13-9-B8_T	6018000.64299845	0.209231
Leyella_lascolaii-_-LN998055--_KHD1_T	4404720.14388777	0.23018
Leyella_stercorea-_-AB244774--_CB35_T	4404720.14388777	0.24655
Liberibacter_crescens-_-JX430025--_BT-1_T	5698385.53918925	0.128741
Lichenibacterium_minor-_-MG996731--_KCTC_72077_T	4763754.46216927	0.16742
Lichenibacterium_ramalinae-_-MG996730--_KCTC_72076_T	4763754.46216927	0.16309
Lichenicoccus_roseus-_-MK966397--_KEBCLARHB70R_T	4259905.76616156	0.068701
Lichenicola_cladoniae-_-KJ606804--_PAMC_26569_T	4259905.76616156	0.086951
Lichenihabitans_psoromatis-_-MK344722--_PAMC29148_T	4763754.46216927	0.113801
Lientehia_hominis-_-OL546730--_NSJ-141T	4014777.81427744	0.179281
Ligaoa_zhengdingensis-_-MT905130--_NSJ-31_T	3588234.62304864	0.214831
Ligilactobacillus_acidipiscis-_-AB023836--_FS60-1_T	2476746.75974293	0.09125
Ligilactobacillus_agilis-_-M58803--_DSM_20509_T	2476746.75974293	0.08733
Ligilactobacillus_animalis-_-AEOF01000010--_KCTC_3501_T	2476746.75974293	0.08492
Ligilactobacillus_apodemi-_-AJ871178--_ASB1_T	2476746.75974293	0.09459
Ligilactobacillus_araffinosus-_-AB289043--_JCM_5667_T	2476746.75974293	0.06625
Ligilactobacillus_aviarius-_-M58808--_DSM_20655_T	2476746.75974293	0.07365
Ligilactobacillus_ceti-_-AM292799--_142-2_T	2476746.75974293	0.06917
Ligilactobacillus_equi-_-AB048833--_YIT_0455_T	2476746.75974293	0.09199
Ligilactobacillus_faecis-_-AB812750--_AFL13-2_T	2476746.75974293	0.10489
Ligilactobacillus_hayakitensis-_-AB267406--_KBL13_LTP__T	2476746.75974293	0.04968
Ligilactobacillus_murinus-_-AJ621554--_LMG_14189_T	2476746.75974293	0.08911
Ligilactobacillus_pabuli-_-LC655142--_AF129T	2476746.75974293	0.06909
Ligilactobacillus_pobuzihii-_-AB326358--_NBRC_103219_T	2476746.75974293	0.08979
Ligilactobacillus_ruminis-_-AB326354--_NBRC_102161_T	2476746.75974293	0.08977
Ligilactobacillus_saerimneri-_-AY255802--_GDA154_-T--_LMG_22087_-T--_DSM_16049_-T--_CCUG_48462_-T-_T	2476746.75974293	0.07695
Ligilactobacillus_salitolerans-_-LC127508--_YK43_T	2476746.75974293	0.08418
Ligilactobacillus_ubinensis-_-OK166812--_WILCCON0076_T	2476746.75974293	0.0776
Lignipirellula_cremea-_-MK559988--_Pla85_3_4_T	6121003.80167632	0.199052
Lihuaxuella_thermophila-_-JX045707--_YIM_77831_T	3740879.92268049	0.216192
Limibacillus_halophilus-_-KP233090--_CAU_1121_T	3897582.68430451	0.213821
Limibacter_armeniacum-_-AB359907--_YM11-185_T	4974286.4191891	0.327821
Limibaculum_halophilum-_-KX774334--_CAU_1123_T	3954646.33120309	0.15534
Limibaculum_sediminis-_-ON390989--_FT325T	3954646.33120309	0.17604
Limimaricola_aestuariicola-_-KJ855316--_J-TF4_T	4379718.92991946	0.160581
Limimaricola_cinnabarinus-_-AB688112--_LL-001_T	4379718.92991946	0.162731
Limimaricola_hongkongensis-_-AY600300--_UST950701-009P_T	4379718.92991946	0.167931
Limimaricola_litoreus-_-ON890666--_ASW11-118T	4379718.92991946	0.167171
Limimaricola_pyoseonensis-_-AM983542--_JJM85_T	4379718.92991946	0.185331
Limimaricola_soesokkakensis-_-KC987356--_DSSK1-5_T	4379718.92991946	0.170881
Limimaricola_variabilis-_-KJ569528--_J-MR2-Y_T	4379718.92991946	0.175291
Limimonas_halophila-_-JN605361--_IA16_T	3897582.68430451	0.230881
Limisalsivibrio_acetivorans-_-KC631812--_L21-Ace-BEST	2911467.01377961	0.203902
Limisphaera_ngatamarikiensis-_-HF947551--_NGM72.4_T	3788233.1000587	0.396162
Limnobacter_alexandrii-_-MK100324--_LZ-4_T	4582857.49605357	0.10857
Limnobacter_humi-_-KT750338--_UCM-39_T	4582857.49605357	0.10565
Limnobacter_litoralis-_-AB366174--_KP1-19_T	4582857.49605357	0.13799
Limnobacter_thiooxidans-_-AJ289885--_CS-K2_T	4582857.49605357	0.11701
Limnobaculum_parvum-_-KY114792--_HYN0051_T	4779776.46350649	0.034012
Limnoglobus_roseus-_-MN209796--_PX52_T	5482531.81515571	0.364491
Limnohabitans_australis-_-FM178226--_MWH-BRAZ-DAM2D_T	4517585.35150891	0.08421
Limnohabitans_curvus-_-AJ938026--_MWH-C5_T	4517585.35150891	0.087
Limnohabitans_parvus-_-FM165536--_II-B4_T	4517585.35150891	0.09905
Limnohabitans_planktonicus-_-FM165535--_II-D5_T	4517585.35150891	0.10253
Limnohabitans_radicicola-_-MN955404--_SSH11_T	4259905.76616156	0.11329
Limnovirga_soli-_-MN749921--_KCS-6T	7064266.51165618	0.153491
Limoniibacter_endophyticus-_-KM243752--_YIM_690229_T	4293680.81669775	0.110001
Limosilactobacillus_agrestis-_-MT823179--_WF-MT5-A_T	2350673.37527454	0.00544
Limosilactobacillus_albertensis-_-MT823181--_Lr3000_T	2350673.37527454	0.02657
Limosilactobacillus_alvi-_-HQ718585--_R54_T	2477854.9316249	0.09675
Limosilactobacillus_antri-_-ACLL01000037--_DSM_16041_T	2350673.37527454	0.01635
Limosilactobacillus_balticus-_-MT823145--_BG-AF3-A_T	2350673.37527454	0.00544
Limosilactobacillus_caviae-_-KT343143--_MOZM2_T	2350673.37527454	0.02726
Limosilactobacillus_coleohominis-_-AM113776--_DSM_14060_T	2477854.9316249	0.11882
Limosilactobacillus_equigenerosi-_-AB288050--_NRIC_0697_T	2477854.9316249	0.0919
Limosilactobacillus_fastidiosus-_-MT823190--_WF-MO7-1_T	2350673.37527454	0.05133
Limosilactobacillus_fermentum-_-AB626052--_NBRC_15885_T	2477854.9316249	0.11773
Limosilactobacillus_frumenti-_-AJ250074--_TMW_1.666_T	2350673.37527454	0.05601
Limosilactobacillus_gastricus-_-AY253658--_Kx156A7-_LMG_22113T-_DSM_16045T-_CCUG_48454T_T	2477854.9316249	0.08782
Limosilactobacillus_gorillae-_-AB904716--_KZ01_T	2477854.9316249	0.13475
Limosilactobacillus_ingluviei-_-AF333975--_KR3_T	2477854.9316249	0.10223
Limosilactobacillus_kribbianus-_-OP554566--_YH-lim2214_/type_materialtype_strain_of_LimosilactobacilluskribbianusT	2350673.37527454	0.06291
Limosilactobacillus_mucosae-_-AF126738--_CCUG_43179_-T--_S32-_DSM_13345_T	2477854.9316249	0.08416
Limosilactobacillus_panis-_-X94230--_DSM_6035T_T	2350673.37527454	0.02595
Limosilactobacillus_pontis-_-X76329--_LTH_2587_T	2350673.37527454	0.06292
Limosilactobacillus_portuensis-_-MW016036--_c11Ua_112M_T	2350673.37527454	0.05067
Limosilactobacillus_reuteri_subsp._kinnaridis-_-MT823192--_AP3_T	2350673.37527454	0.00546
Limosilactobacillus_reuteri_subsp._murium-_-MW367781--_lpuph1_T	2350673.37527454	0.00546
Limosilactobacillus_reuteri_subsp._porcinus-_-MW367860--_3c6_T	2350673.37527454	0.00613
Limosilactobacillus_reuteri_subsp._rodentium-_-MW367780--_100-23_T	2350673.37527454	0.00613
Limosilactobacillus_reuteri_subsp._suis-_-MW367845--_ATCC_53608_T	2350673.37527454	0.00613
Limosilactobacillus_rudii-_-MT823182--_STM3_1_T	2350673.37527454	0.03134
Limosilactobacillus_secaliphilus-_-AM279150--_TMW_1.1309_T	2477854.9316249	0.11403
Limosilactobacillus_urinaemulieris-_-MW016377--_c9Ua_26M_T	2350673.37527454	0.05065
Limosilactobacillus_vaginalis-_-AF243177--_ATCC49540_T	2350673.37527454	0.05679
Lipingzhangella_halophila-_-KU042077--_EGI_80537_T	6527461.14626503	0.136231
Liquorilactobacillus_aquaticus-_-DQ664203--_IMCC1736_T	2476746.75974293	0.08601
Liquorilactobacillus_cacaonum-_-AM905389--_LMG_24285_T	2476746.75974293	0.08877
Liquorilactobacillus_capillatus-_-AB365976--_YIT_11306_-=_JCM_15044-_=_DSM_19910_=_BCRC_17811-_T	2476746.75974293	0.09635
Liquorilactobacillus_ghanensis-_-DQ523489--_L489_T	2476746.75974293	0.10753
Liquorilactobacillus_hordei-_-EU074850--_UCC128-_DSM19519-_LMG24241_T	2476746.75974293	0.0869
Liquorilactobacillus_mali-_-BACP01000083--_KCTC_3596_T	2476746.75974293	0.09086
Liquorilactobacillus_nagelii-_-AB162131--_NRIC_0559_T	2476746.75974293	0.11228
Liquorilactobacillus_oeni-_-AY681127--_59b_T	2476746.75974293	0.07972
Liquorilactobacillus_satsumensis-_-AB154519--_NRIC_0604_T	2476746.75974293	0.0756
Liquorilactobacillus_sicerae-_-HG794492--_CECT_8227_T	2476746.75974293	0.10105
Liquorilactobacillus_sucicola-_-AB433982--_NRIC_0736_T	2476746.75974293	0.09772
Liquorilactobacillus_uvarum-_-AY681126--_8_T	2476746.75974293	0.08738
Liquorilactobacillus_vini-_-AJ576009--_CECT_5924_T	2476746.75974293	0.10105
Lishizhenia_caseinilytica-_-AB176674--_UST040201-001_T	4307914.26904205	0.15096
Lishizhenia_tianjinensis-_-EU183317--_H6_T	4307914.26904205	0.14043
Listeria_aquatica-_-JX961637--_FSL_S10-1188_T	3089467.19019957	0.08486
Listeria_booriae-_-KM066001--_FSL_A5-0281_T	3089467.19019957	0.06661
Listeria_cornellensis-_-JX961634--_FSL_F6-969_T	3089467.19019957	0.06039
Listeria_cossartiae_subsp._cayugensis-_-MT117897--_FSL-L7-0993_T	2948223.23533951	0.00701
Listeria_cossartiae_subsp._cossartiae-_-MT124497--_FSL_L7-1447_T	2948223.23533951	0.00701
Listeria_costaricensis-_-MK174378--_CLIP_2016_T	3089467.19019957	0.06814
Listeria_fleischmannii_subsp._coloradonensis-_-JQ287762--_TTU_M1-001_T	3089467.19019957	0.09946
Listeria_fleischmannii_subsp._fleischmannii-_-JN093101--_LU2006-1_T	3089467.19019957	0.09945
Listeria_floridensis-_-JX961636--_FSL_S10-1187_T	3089467.19019957	0.07439
Listeria_goaensis-_-KR363105--_ILCC801_T	3089467.19019957	0.09243
Listeria_grandensis-_-JX961635--_FSL_F6-971_T	3089467.19019957	0.06245
Listeria_grayi-_-X98526--_ATCC19120_T	3089467.19019957	0.06154
Listeria_ilorinensis-_-MZ723504--_DSM_111566T	3089467.19019957	0.06686
Listeria_immobilis-_-MT117845--_FSL_L7-1519_T	2962758.34628221	0.0054
Listeria_innocua-_-X98527--_ATCC33090_T	2948223.23533951	0.00986
Listeria_marthii-_-EU545982--_NR-9579_T	2948223.23533951	0.00849
Listeria_newyorkensis-_-KM066002--_FSL_M6-0635_T	3089467.19019957	0.06454
Listeria_riparia-_-JX961638--_FSL_S10-1204_T	3089467.19019957	0.06735
Listeria_rocourtiae-_-FJ557241--_CIP_109804_T	3089467.19019957	0.06729
Listeria_rustica-_-MT117896--_FSL_W9-0585_T	3089467.19019957	0.06177
Listeria_seeligeri-_-DQ065845--_ATCC_35967_T	2948223.23533951	0.00901
Listeria_thailandensis-_-MK014484--_CLIP_2015_T	3089467.19019957	0.0744
Listeria_valentina-_-MN686588--_CIP_111799_T	3089467.19019957	0.08064
Listeria_weihenstephanensis-_-FR850019--_WS_4560_=_DSM_24698_T	3089467.19019957	0.06867
Listeria_welshimeri-_-DQ065846--_ATCC_35897_T	3089467.19019957	0.01461
Listonella_pelagia-_-AJ293802--_CECT_4202T_T	5065050.33332428	0.04571
Litchfieldia_alkalitelluris-_-AY829448--_BA288_T	3875390.7014152	0.09867
Litchfieldia_salsus-_-HQ433466--_A24_T	3875390.7014152	0.09
Litoreibacter_albidus-_-AB518881--_KMM_3851_T	4051663.25941943	0.148801
Litoreibacter_arenae-_-AONI01000015--_DSM_19593_T	4051663.25941943	0.134731
Litoreibacter_ascidiaceicola-_-KJ410763--_RSS4-C1_T	4051663.25941943	0.145831
Litoreibacter_halocynthiae-_-JX644172--_P-MA1-7_T	4051663.25941943	0.130431
Litoreibacter_janthinus-_-AB518880--_KMM_3842_T	4051663.25941943	0.173131
Litoreibacter_meonggei-_-JN021667--_MA1-1_T	4051663.25941943	0.114861
Litoreibacter_ponti-_-KJ729031--_GJSW-31_T	4051663.25941943	0.191631
Litoreibacter_roseus-_-LC573509--_K6_T	4051663.25941943	0.202641
Litoribacillus_peritrichatus-_-GU391221--_JYr12_T	4498591.36545986	0.200061
Litoribacter_alkaliphilus-_-HE996966--_JC166_T	4922089.3615833	0.16073
Litoribacter_ruber-_-GU254164--_YIM_CH208_T	4922089.3615833	0.15848
Litoribacterium_kuwaitense-_-MT003183--_SIJ1_T	3779253.20145141	0.132731
Litoribaculum_gwangyangense-_-JN642271--_GY12_T	3613941.27029168	0.054842
Litoribrevibacter_albus-_-KJ000475--_Y32_T	4498591.36545986	0.18135
Litoribrevibacter_euphylliae-_-LT555401--_Eup_a-2_T	4498591.36545986	0.17454
Litorihabitans_aurantiacus-_-LC203065--_HIsM16-52_T	3959401.11634207	0.065482
Litorilinea_aerophila-_-JQ733906--_PRI-4131_T	3931167.24256295	0.086761
Litorilituus_lipolyticus-_-MK226191--_RZ04_T	4331318.41804453	0.13561
Litorilituus_sediminis-_-GU391219--_JYr2_T	4331318.41804453	0.16275
Litorimonas_cladophorae-_-JX174422--_KMM_6395_T	3680705.3279461	0.17702
Litorimonas_haliclonae-_-KX611228--_MAA42_T	3680705.3279461	0.18522
Litorimonas_taeanensis-_-FJ230838--_G5_T	3680705.3279461	0.18466
Litorisediminicola_beolgyonensis-_-JQ807220--_BB-MW24_T	4372021.24176466	0.113111
Litorisediminivivens_gilvus-_-KX073750--_YSM-17_T	4379718.92991946	0.111652
Litorivicinus_lipolyticus-_-EF176580--_IMCC1097_T	4434005.74281187	0.209531
Litorivicinus_marinus-_-FJ943234--_IMCC2782_T	4434005.74281187	0.208141
Litorivita_pollutaquae-_-MG051263--_FSX-11_T	4372021.24176466	0.105441
Litorivivens_aequoris-_-LC167346--_KMU-37_T	4335753.94799464	0.17069
Litorivivens_lipolytica-_-KM017973--_HJTF-7_T	4335753.94799464	0.17088
Loigolactobacillus_bifermentans-_-AB289045--_JCM_1094_T	2392592.17441219	0.07418
Loigolactobacillus_binensis-_-LC438524--_735-2_T	2392592.17441219	0.07272
Loigolactobacillus_coryniformis-_-AB289063--_JCM_1164_T	2392592.17441219	0.06568
Loigolactobacillus_coryniformis_subsp._coryniformis-_-M58813--_DSM_20001_T	2392592.17441219	0.06766
Loigolactobacillus_coryniformis_subsp._torquens-_-AJ575741--_CECT_4129_T	2392592.17441219	0.06213
Loigolactobacillus_iwatensis-_-AB773428--_IWT246_T	2392592.17441219	0.00545
Loigolactobacillus_jiayinensis-_-MK110846--_257-1_T	2392592.17441219	0.07322
Loigolactobacillus_rennini-_-AJ576007--_CECT_5922_T	2392592.17441219	0.08949
Loigolactobacillus_zhaoyuanensis-_-MK110851--_187-3_T	2392592.17441219	0.07258
Loktanella_agnita-_-AY682198--_R10SW5_T	4313698.45137642	0.04952
Loktanella_atrilutea-_-AB246747--_IG8_-=_IAM_15450-_=_NCIMB_14280-_T	4313698.45137642	0.07191
Loktanella_gaetbuli-_-MN872422--_TSTF-M6T	4313698.45137642	0.071
Loktanella_salsilacus-_-AJ440997--_LMG_21507_T	4313698.45137642	0.06147
Loktanella_sediminum-_-KJ620985--_S3B03_T	4313698.45137642	0.07695
Lolliginicoccus_levis-_-LC685063--_Y7R2T	4954797.8256961	0.1409
Lonepinella_koalarum-_-Y17189--_ACM_3666_T	2492877.81931975	0.063801
Longibacter_salinarum-_-KU954547--_WDS2C18_T	3614286.75805627	0.187561
Longibaculum_muris-_-KR364765--_MT10-315-CC-1.2-2_T	2914558.23204478	0.273671
Longicatena_caecimuris-_-KR364771--_PG-426-CC-2_T	2280885.38192892	0.223761
Longilinea_arvoryzae-_-AB243673--_KOME-1_LTP__T	3931167.24256295	0.195501
Longimicrobium_terrae-_-LN833202--_CB_286315_T	3675976.84867555	0.263881
Longimonas_haloalkaliphila-_-KU720570--_BSker3_T	3614286.75805627	0.16886
Longimonas_halophila-_-KF955302--_SYD6_T	3614286.75805627	0.17663
